Age,Gender,Occupation
94.0,Male,Teacher
83.0,Female,Teacher
69.0,N/A,Nurse
70.0,Female,Artist
59.0,Female,Teacher
50.19349722442506,N/A,Engineer
25.0,Female,Artist
5.0,Female,Teacher
52.0,Female,Artist
97.0,Female,Lawyer
19.0,Male,Engineer
77.0,N/A,Lawyer
56.0,Female,Engineer
22.0,Male,Nurse
78.0,Male,Teacher
4.0,Male,Engineer
65.0,Female,Artist
40.0,Male,Doctor
64.0,Male,N/A
36.0,Male,Teacher
65.0,Male,Engineer
69.0,N/A,Teacher
78.0,Male,Engineer
15.0,Male,Engineer
82.0,Male,Lawyer
84.0,Male,Doctor
34.0,Female,Lawyer
49.78237410071942,Female,Nurse
18.0,Female,Artist
94.0,Male,Artist
22.0,Male,Engineer
18.0,Male,Teacher
8.0,Male,Lawyer
34.0,Male,N/A
24.0,Male,Doctor
64.0,Male,Doctor
47.0,Male,Doctor
80.0,Male,Teacher
25.0,Male,Nurse
17.0,Male,Engineer
42.0,Male,Teacher
10.0,Male,Teacher
4.0,Male,Nurse
90.0,N/A,Artist
90.0,Male,Doctor
52.0,Male,Doctor
67.0,Male,Doctor
4.0,Female,Teacher
70.0,Female,Scientist
93.0,Male,Lawyer
24.0,Female,Doctor
93.0,Female,Engineer
52.0,Male,Doctor
8.0,Male,Engineer
76.0,N/A,Engineer
60.0,N/A,Nurse
32.0,Male,Engineer
32.0,Male,Engineer
50.82427536231884,Male,Artist
14.0,Female,Scientist
75.0,Male,Engineer
54.0,N/A,Scientist
38.0,Male,Lawyer
12.0,Female,Nurse
54.0,Male,Scientist
83.0,Male,Scientist
50.0,Male,Lawyer
3.0,Female,Scientist
6.0,Male,Teacher
4.0,Male,Engineer
14.0,Female,Nurse
13.0,Male,Artist
9.0,Male,Scientist
81.0,Male,Artist
54.0,Female,N/A
49.78237410071942,Female,Nurse
89.0,Male,Teacher
53.0,N/A,Doctor
24.0,Female,Engineer
65.0,N/A,Scientist
44.0,N/A,Artist
90.0,Male,Artist
81.0,Male,Teacher
10.0,Female,Scientist
56.0,Female,Doctor
19.0,Female,Engineer
48.0,Male,Artist
50.82427536231884,Male,Doctor
49.78237410071942,Female,Engineer
70.0,Female,Artist
6.0,Female,Scientist
52.0,Male,Engineer
28.0,Female,Engineer
96.0,Male,Nurse
36.0,Female,Lawyer
0.0,Female,Scientist
8.0,Female,Doctor
87.0,Female,Engineer
54.0,N/A,Engineer
50.82427536231884,Male,Teacher
61.0,Male,Doctor
56.0,Female,Lawyer
81.0,N/A,Lawyer
90.0,Female,Engineer
50.82427536231884,Male,N/A
21.0,Male,Scientist
50.82427536231884,Male,Scientist
60.0,Female,N/A
49.78237410071942,Female,Lawyer
81.0,N/A,Scientist
23.0,Male,Lawyer
13.0,Male,Lawyer
83.0,Male,Artist
97.0,Female,Nurse
50.82427536231884,Male,Artist
6.0,N/A,Artist
55.0,Female,Lawyer
13.0,Male,Lawyer
92.0,Female,Doctor
20.0,Male,Engineer
53.0,Male,Doctor
97.0,Male,Scientist
70.0,Female,Artist
77.0,N/A,Teacher
50.82427536231884,Male,Teacher
6.0,N/A,Lawyer
25.0,Female,Scientist
18.0,Female,Lawyer
95.0,Male,N/A
13.0,Male,Artist
92.0,Female,Scientist
50.82427536231884,Male,Doctor
87.0,Male,Nurse
2.0,Male,Teacher
84.0,Female,Lawyer
7.0,Female,N/A
83.0,Male,Doctor
90.0,N/A,N/A
51.0,Female,Lawyer
50.0,Male,Scientist
94.0,Male,Lawyer
40.0,Male,Doctor
23.0,N/A,Lawyer
88.0,Female,Nurse
18.0,Male,Nurse
37.0,Female,Teacher
98.0,Female,Nurse
75.0,Male,N/A
44.0,N/A,N/A
0.0,Female,Scientist
95.0,Male,N/A
49.78237410071942,Female,Doctor
91.0,Male,Lawyer
47.0,Female,N/A
77.0,Female,Engineer
27.0,Female,Teacher
96.0,Male,Nurse
94.0,N/A,Engineer
40.0,Female,Lawyer
50.82427536231884,Male,Artist
65.0,Female,Doctor
0.0,Female,Nurse
80.0,Male,Artist
35.0,Female,Teacher
18.0,Female,Lawyer
65.0,N/A,Engineer
10.0,Male,Doctor
89.0,N/A,N/A
29.0,Female,Teacher
89.0,Female,Lawyer
93.0,Male,Teacher
50.0,Male,Engineer
26.0,Male,Teacher
85.0,Female,Lawyer
34.0,N/A,Doctor
24.0,Female,Artist
28.0,Male,Lawyer
48.0,Male,Doctor
64.0,N/A,Nurse
54.0,Male,Nurse
24.0,Male,Nurse
39.0,Male,Teacher
78.0,N/A,Engineer
56.0,Male,Teacher
38.0,N/A,Scientist
39.0,N/A,Artist
88.0,N/A,N/A
45.0,Male,Lawyer
46.0,Female,Artist
45.0,Male,Scientist
79.0,Female,Teacher
36.0,Male,Lawyer
29.0,Male,Lawyer
87.0,Male,Doctor
33.0,Female,Artist
61.0,N/A,Artist
91.0,Female,N/A
77.0,Female,Lawyer
66.0,Male,Lawyer
98.0,Male,Nurse
49.78237410071942,Female,Nurse
27.0,Female,Artist
6.0,Female,Scientist
50.82427536231884,Male,Engineer
49.78237410071942,Female,Nurse
18.0,Male,Nurse
97.0,N/A,Nurse
9.0,Female,Scientist
11.0,Male,Artist
43.0,Male,Scientist
94.0,Male,Lawyer
50.82427536231884,Male,Teacher
6.0,N/A,Lawyer
61.0,Male,Lawyer
13.0,N/A,Lawyer
83.0,Male,Nurse
23.0,Female,Doctor
40.0,Female,Lawyer
42.0,Male,Nurse
95.0,Male,Doctor
90.0,Female,Engineer
98.0,N/A,Doctor
47.0,Female,Lawyer
45.0,Male,Engineer
76.0,Male,Artist
69.0,Male,Teacher
15.0,Female,Nurse
52.0,Female,Doctor
89.0,Female,Doctor
56.0,Female,Artist
92.0,Female,Teacher
22.0,Female,Doctor
57.0,N/A,Artist
79.0,N/A,Scientist
33.0,Female,Nurse
50.82427536231884,Male,Scientist
46.0,Female,Teacher
28.0,Male,Artist
21.0,Female,Lawyer
21.0,N/A,Engineer
5.0,Female,Doctor
50.82427536231884,Male,Teacher
46.0,Male,Scientist
64.0,Male,Teacher
86.0,Male,Teacher
28.0,Male,Teacher
31.0,Female,Engineer
24.0,Male,Doctor
59.0,Male,Engineer
76.0,Female,Engineer
40.0,Female,Doctor
50.82427536231884,Male,Scientist
23.0,Male,Teacher
49.78237410071942,Female,Teacher
57.0,Female,Engineer
64.0,Male,Scientist
61.0,Female,Teacher
84.0,Female,Lawyer
56.0,N/A,Scientist
59.0,Female,Engineer
18.0,Female,Scientist
21.0,Female,N/A
41.0,Female,Teacher
60.0,Male,Lawyer
10.0,Female,Scientist
49.78237410071942,Female,N/A
50.0,Female,Teacher
32.0,N/A,Lawyer
35.0,Female,Engineer
10.0,Female,Scientist
86.0,Male,Scientist
40.0,Female,Artist
96.0,Female,N/A
98.0,Male,Engineer
67.0,Female,Doctor
50.82427536231884,Male,Artist
14.0,Female,Teacher
19.0,N/A,Artist
54.0,Female,Engineer
26.0,Male,Artist
90.0,Female,N/A
78.0,Female,Doctor
79.0,Male,Nurse
41.0,Male,Teacher
67.0,Male,Doctor
73.0,Male,Lawyer
27.0,Female,Engineer
42.0,Male,Teacher
81.0,Male,N/A
90.0,Male,Teacher
50.0,Female,Scientist
37.0,N/A,N/A
54.0,Male,N/A
49.78237410071942,Female,Lawyer
2.0,Female,N/A
87.0,Male,Lawyer
37.0,N/A,Scientist
35.0,Female,Nurse
14.0,N/A,Engineer
46.0,N/A,Doctor
29.0,Female,Teacher
99.0,Female,Scientist
87.0,Female,N/A
41.0,Male,Teacher
80.0,Male,Artist
67.0,N/A,Scientist
4.0,Male,Scientist
74.0,Female,Lawyer
16.0,Male,Teacher
63.0,Female,Scientist
93.0,Male,Engineer
53.0,Male,Teacher
57.0,Female,Engineer
36.0,Male,Doctor
96.0,Female,N/A
45.0,Female,Doctor
20.0,Male,Artist
99.0,Female,Lawyer
76.0,Female,Nurse
94.0,Male,Scientist
24.0,Female,Doctor
84.0,Female,Artist
0.0,Male,Doctor
61.0,N/A,Scientist
35.0,Female,N/A
15.0,Male,Scientist
26.0,Male,N/A
79.0,Female,Nurse
32.0,Female,Scientist
73.0,Female,N/A
62.0,Female,Lawyer
50.82427536231884,Male,Doctor
4.0,Female,Scientist
9.0,Male,Doctor
60.0,Female,Artist
6.0,Female,Artist
51.0,Female,Teacher
54.0,N/A,Nurse
15.0,Female,Artist
9.0,Female,N/A
97.0,Female,Teacher
65.0,Male,Doctor
37.0,Female,Artist
2.0,Male,Nurse
40.0,Female,Lawyer
58.0,Female,Lawyer
28.0,N/A,Artist
9.0,Male,N/A
26.0,Female,Engineer
71.0,Male,Lawyer
68.0,Male,Scientist
60.0,Male,Lawyer
6.0,Female,Doctor
86.0,Female,Artist
6.0,Female,Engineer
38.0,Female,Lawyer
37.0,Male,N/A
12.0,N/A,Scientist
60.0,Female,Lawyer
87.0,Female,Lawyer
30.0,Female,Engineer
32.0,Female,N/A
76.0,Male,N/A
84.0,Male,Teacher
47.0,Male,Artist
76.0,Female,Teacher
40.0,Male,N/A
17.0,Female,Teacher
3.0,Male,N/A
70.0,Female,Engineer
47.0,Female,Scientist
72.0,Female,Engineer
19.0,Male,N/A
29.0,Female,Doctor
61.0,Female,N/A
59.0,N/A,Artist
13.0,Male,Lawyer
68.0,N/A,Teacher
43.0,Female,Nurse
10.0,Male,Nurse
69.0,Male,Engineer
99.0,Male,Artist
43.0,Male,Teacher
46.0,Female,Doctor
49.78237410071942,Female,Engineer
24.0,Male,Teacher
57.0,Male,Artist
5.0,Male,Scientist
50.0,Male,Engineer
81.0,Male,Engineer
6.0,Male,N/A
92.0,Female,Teacher
46.0,Male,Artist
91.0,Female,N/A
79.0,Female,Engineer
1.0,Female,Teacher
34.0,Male,Teacher
98.0,Male,Artist
66.0,Male,N/A
48.0,Female,Artist
49.78237410071942,Female,Engineer
52.0,Female,Doctor
49.78237410071942,Female,Nurse
45.0,Female,Scientist
12.0,Male,Artist
44.0,Male,Artist
18.0,Female,Nurse
26.0,Male,N/A
49.78237410071942,Female,Nurse
54.0,Male,Scientist
86.0,Male,Teacher
52.0,Female,Nurse
90.0,Female,Artist
95.0,Female,Nurse
49.78237410071942,Female,Artist
87.0,Female,Teacher
49.78237410071942,Female,Doctor
20.0,N/A,Engineer
50.82427536231884,Male,Lawyer
50.82427536231884,Male,Scientist
34.0,Female,Doctor
9.0,Female,N/A
75.0,Female,Artist
65.0,N/A,Engineer
63.0,Male,Doctor
40.0,Male,Engineer
49.0,Female,Nurse
22.0,Female,N/A
50.82427536231884,Male,Lawyer
2.0,N/A,Artist
73.0,Male,Scientist
11.0,N/A,Artist
56.0,Female,Engineer
3.0,Male,Nurse
98.0,Male,Nurse
54.0,Male,Artist
3.0,Female,Nurse
60.0,Female,Scientist
69.0,Female,Scientist
75.0,N/A,Engineer
88.0,Male,Scientist
7.0,Female,Scientist
99.0,N/A,Teacher
20.0,Female,Scientist
15.0,Female,Lawyer
37.0,Male,N/A
49.78237410071942,Female,Nurse
55.0,Female,Lawyer
29.0,Female,Nurse
0.0,Female,Scientist
13.0,Female,Engineer
50.19349722442506,N/A,Scientist
11.0,Male,N/A
97.0,Female,Nurse
81.0,Female,Engineer
64.0,Male,N/A
6.0,Male,N/A
47.0,Female,Teacher
48.0,Male,Lawyer
29.0,Female,Nurse
68.0,Female,Teacher
55.0,Male,Doctor
61.0,Female,Teacher
80.0,N/A,Artist
50.0,Female,Scientist
52.0,N/A,Lawyer
92.0,Male,Nurse
14.0,Female,Engineer
75.0,Male,Engineer
68.0,Female,Doctor
33.0,Male,Teacher
44.0,Male,Engineer
32.0,Female,Doctor
45.0,Female,Nurse
8.0,Male,Artist
7.0,Male,Nurse
96.0,Male,Doctor
39.0,Female,Doctor
18.0,Female,N/A
10.0,Female,Doctor
29.0,N/A,Lawyer
27.0,Male,Scientist
15.0,Female,Scientist
39.0,Female,Lawyer
30.0,Female,Scientist
58.0,Male,Lawyer
70.0,Female,N/A
65.0,Male,Nurse
64.0,Male,Scientist
35.0,Female,Artist
48.0,N/A,N/A
100.0,Female,Nurse
39.0,N/A,Scientist
17.0,Female,Nurse
2.0,Male,Engineer
87.0,Male,Engineer
38.0,Male,N/A
49.78237410071942,Female,Teacher
9.0,Male,N/A
72.0,Male,Engineer
62.0,Female,Engineer
60.0,Male,Lawyer
23.0,Male,N/A
88.0,Male,Teacher
47.0,Male,Artist
20.0,Female,Doctor
13.0,Male,Engineer
21.0,Male,Doctor
66.0,Female,Nurse
30.0,Male,Engineer
65.0,Female,Nurse
75.0,N/A,Nurse
87.0,Male,Artist
17.0,Female,Scientist
83.0,Male,Lawyer
90.0,Female,Nurse
3.0,N/A,Teacher
90.0,Female,Nurse
42.0,Female,Lawyer
99.0,Male,Lawyer
31.0,Female,Engineer
72.0,Female,Nurse
44.0,Male,Artist
50.19349722442506,N/A,Teacher
60.0,Male,Engineer
64.0,Male,Lawyer
42.0,Female,Artist
50.0,Male,N/A
41.0,Male,Teacher
17.0,Female,Scientist
82.0,Female,Engineer
89.0,Male,Doctor
18.0,Male,N/A
76.0,Male,Engineer
87.0,N/A,N/A
25.0,Female,Artist
7.0,Male,Teacher
71.0,Male,Nurse
62.0,Female,Lawyer
25.0,Male,Doctor
76.0,Female,Teacher
7.0,N/A,Lawyer
2.0,Female,N/A
9.0,Female,Nurse
8.0,Female,Engineer
3.0,Female,Doctor
38.0,Female,Nurse
74.0,Female,Scientist
4.0,Male,Artist
70.0,Male,Artist
1.0,Male,Artist
53.0,Female,Artist
75.0,Male,Lawyer
62.0,N/A,N/A
28.0,Female,Doctor
99.0,Female,Lawyer
27.0,Male,Teacher
67.0,Female,Scientist
4.0,Female,Doctor
50.82427536231884,Male,N/A
78.0,Male,N/A
8.0,Male,Lawyer
58.0,Female,Lawyer
93.0,Female,Nurse
83.0,N/A,Artist
27.0,Female,Nurse
40.0,Male,Lawyer
90.0,Female,Lawyer
1.0,N/A,Doctor
83.0,N/A,Engineer
48.0,Male,Artist
13.0,Male,Artist
41.0,Female,N/A
48.0,Female,Artist
49.78237410071942,Female,Engineer
6.0,Male,Teacher
49.78237410071942,Female,Artist
82.0,Male,Engineer
16.0,Male,Engineer
94.0,Male,Doctor
90.0,Female,Nurse
49.78237410071942,Female,N/A
50.82427536231884,Male,Teacher
80.0,Female,Scientist
50.19349722442506,N/A,Engineer
50.0,Female,Teacher
26.0,N/A,Scientist
97.0,Female,Nurse
30.0,N/A,Artist
29.0,Male,Artist
47.0,Male,Lawyer
8.0,Male,Artist
37.0,Male,Artist
87.0,Male,Lawyer
49.0,Male,Artist
32.0,Female,Engineer
72.0,Male,N/A
11.0,N/A,N/A
47.0,Female,Lawyer
42.0,Female,N/A
64.0,Female,N/A
2.0,Female,Nurse
79.0,Female,Doctor
83.0,N/A,Teacher
3.0,Female,Artist
63.0,Female,Artist
69.0,Female,Engineer
17.0,N/A,Nurse
67.0,Female,Engineer
49.78237410071942,Female,N/A
50.82427536231884,Male,Scientist
45.0,Female,Artist
38.0,Male,Lawyer
65.0,Female,Teacher
19.0,Female,Teacher
70.0,Female,Doctor
5.0,N/A,Artist
70.0,Female,Doctor
49.78237410071942,Female,Teacher
60.0,Male,Nurse
77.0,Female,Engineer
70.0,Male,Teacher
99.0,Male,N/A
0.0,Female,Artist
3.0,Female,Artist
6.0,Male,Doctor
50.0,N/A,Teacher
61.0,N/A,Artist
20.0,Female,Teacher
7.0,Female,Artist
88.0,N/A,Doctor
22.0,Female,Scientist
93.0,Male,Scientist
17.0,Female,Nurse
90.0,Male,Scientist
56.0,Female,Artist
21.0,Male,Engineer
84.0,Female,Engineer
67.0,Male,Engineer
61.0,Female,Scientist
47.0,Male,Artist
50.82427536231884,Male,Doctor
72.0,N/A,Doctor
80.0,Male,Artist
49.78237410071942,Female,N/A
63.0,Female,Doctor
53.0,Female,Artist
94.0,Male,Doctor
88.0,Female,Engineer
17.0,Male,Doctor
84.0,Female,Lawyer
0.0,Female,Teacher
0.0,Female,Scientist
49.0,N/A,Engineer
59.0,Female,Engineer
7.0,Male,Nurse
49.78237410071942,Female,Scientist
64.0,Female,Teacher
1.0,Male,Doctor
83.0,Male,Engineer
32.0,Female,Engineer
50.82427536231884,Male,Nurse
13.0,Male,Nurse
69.0,Male,Lawyer
49.78237410071942,Female,Teacher
14.0,Male,Artist
1.0,Female,Doctor
49.78237410071942,Female,Teacher
72.0,Male,Doctor
84.0,Male,Teacher
32.0,Male,Teacher
34.0,Female,N/A
0.0,Male,N/A
58.0,Male,Nurse
96.0,Female,Artist
82.0,Male,Engineer
74.0,Male,Nurse
62.0,N/A,Scientist
40.0,Female,Engineer
85.0,Male,Doctor
29.0,Male,Scientist
99.0,Female,Teacher
16.0,Male,Artist
12.0,Female,N/A
48.0,Male,Nurse
81.0,Male,Lawyer
88.0,Female,N/A
50.0,Male,Doctor
100.0,Male,Doctor
57.0,N/A,Teacher
91.0,Male,Scientist
62.0,N/A,Lawyer
68.0,Female,Doctor
36.0,Male,Doctor
63.0,Male,Artist
57.0,Female,Teacher
62.0,Male,Scientist
48.0,Female,Doctor
6.0,Female,Doctor
94.0,Male,Nurse
2.0,Female,N/A
0.0,N/A,Engineer
62.0,Female,N/A
46.0,Female,N/A
54.0,Female,Scientist
49.78237410071942,Female,Engineer
98.0,Male,Lawyer
50.82427536231884,Male,Lawyer
1.0,Male,Nurse
7.0,Female,Artist
86.0,Male,Lawyer
5.0,Male,Doctor
82.0,N/A,N/A
50.19349722442506,N/A,Nurse
67.0,Female,Lawyer
86.0,Male,Teacher
50.82427536231884,Male,Lawyer
7.0,Female,Lawyer
83.0,Male,N/A
42.0,Male,N/A
95.0,Male,N/A
98.0,Male,Teacher
38.0,Male,Engineer
7.0,N/A,Scientist
2.0,Male,Teacher
23.0,Female,Artist
52.0,Male,Engineer
79.0,Male,Scientist
49.78237410071942,Female,Scientist
37.0,N/A,Engineer
78.0,Female,Scientist
47.0,Female,Nurse
25.0,Male,Nurse
48.0,Female,Doctor
10.0,Male,Doctor
71.0,Male,Teacher
36.0,Female,Artist
38.0,Male,Doctor
82.0,Female,Teacher
50.19349722442506,N/A,Doctor
87.0,Male,Engineer
50.82427536231884,Male,Artist
75.0,Male,Scientist
8.0,Male,Teacher
83.0,Female,Nurse
31.0,Female,Lawyer
43.0,Female,Nurse
64.0,Female,Lawyer
46.0,Female,Scientist
9.0,Female,N/A
93.0,Female,Engineer
19.0,Female,Doctor
64.0,Female,Artist
79.0,Female,Engineer
89.0,Male,Artist
11.0,Male,Teacher
50.0,Male,Nurse
40.0,Male,Artist
0.0,N/A,Doctor
93.0,Female,Lawyer
44.0,N/A,Lawyer
51.0,Female,Doctor
70.0,Female,Lawyer
59.0,Female,Doctor
56.0,Male,Teacher
55.0,N/A,Nurse
43.0,N/A,Scientist
74.0,Male,Teacher
26.0,Female,Engineer
25.0,N/A,Teacher
63.0,Female,Scientist
82.0,Male,Lawyer
68.0,N/A,N/A
93.0,Male,Nurse
23.0,Female,Nurse
22.0,Male,Scientist
71.0,Male,Scientist
4.0,Male,Nurse
10.0,Male,Teacher
88.0,Male,Scientist
73.0,Male,N/A
88.0,Female,Scientist
18.0,Female,N/A
75.0,Female,Lawyer
35.0,Male,Artist
50.82427536231884,Male,Lawyer
67.0,Female,Artist
49.78237410071942,Female,Engineer
51.0,Female,Lawyer
1.0,N/A,Lawyer
89.0,Female,Artist
81.0,Male,Engineer
26.0,Male,Doctor
39.0,N/A,N/A
42.0,Female,Artist
87.0,Male,N/A
58.0,Male,N/A
24.0,N/A,Artist
100.0,Male,Doctor
50.82427536231884,Male,Nurse
69.0,Female,Teacher
38.0,Male,Engineer
64.0,Male,Scientist
25.0,Male,N/A
69.0,Female,Lawyer
99.0,Male,Doctor
18.0,Male,N/A
50.19349722442506,N/A,Engineer
96.0,Female,Nurse
22.0,Male,Teacher
60.0,Male,Lawyer
48.0,Male,Engineer
62.0,Male,Engineer
52.0,Male,Engineer
30.0,Male,N/A
91.0,Female,Doctor
58.0,N/A,Scientist
91.0,Male,Scientist
0.0,Female,Engineer
9.0,Female,N/A
56.0,Male,Scientist
32.0,Female,Scientist
42.0,N/A,Doctor
78.0,Female,Doctor
75.0,Female,Teacher
86.0,Male,Nurse
50.0,Male,N/A
86.0,Female,N/A
37.0,Male,Scientist
50.82427536231884,Male,Doctor
50.82427536231884,Male,Scientist
75.0,Female,Nurse
95.0,Male,Teacher
20.0,Female,Lawyer
90.0,Female,Artist
12.0,Female,N/A
1.0,N/A,Engineer
77.0,N/A,Artist
78.0,Male,Engineer
50.82427536231884,Male,Engineer
78.0,Male,Nurse
50.0,Male,Artist
85.0,Male,Engineer
65.0,Male,Doctor
80.0,Female,Doctor
6.0,Female,Teacher
72.0,Male,Lawyer
50.19349722442506,N/A,Nurse
46.0,N/A,Doctor
98.0,Male,Doctor
77.0,Male,Artist
77.0,Male,Lawyer
27.0,Male,Doctor
40.0,Male,Engineer
50.82427536231884,Male,Artist
78.0,Female,Teacher
51.0,Female,Scientist
17.0,Male,Artist
56.0,Female,Teacher
95.0,Male,N/A
72.0,N/A,Lawyer
93.0,Female,Teacher
49.78237410071942,Female,Lawyer
52.0,Female,Lawyer
47.0,Male,Lawyer
51.0,Male,Lawyer
19.0,Male,Lawyer
62.0,Female,N/A
36.0,Male,Lawyer
38.0,Male,Scientist
98.0,Female,Artist
50.0,Male,Teacher
38.0,Female,Lawyer
82.0,Female,Lawyer
58.0,Female,Artist
50.82427536231884,Male,Lawyer
22.0,N/A,Nurse
4.0,Female,Doctor
6.0,Male,Lawyer
23.0,N/A,Scientist
6.0,N/A,Nurse
11.0,Male,Doctor
84.0,Female,Nurse
65.0,Female,Engineer
58.0,Male,N/A
34.0,Female,Doctor
70.0,Female,Artist
39.0,Female,Nurse
50.19349722442506,N/A,Nurse
20.0,Female,N/A
63.0,Female,Nurse
45.0,Female,Nurse
85.0,Male,Artist
50.82427536231884,Male,Doctor
49.78237410071942,Female,Lawyer
89.0,N/A,Engineer
10.0,Female,Nurse
89.0,N/A,Nurse
78.0,N/A,Scientist
74.0,Male,Lawyer
23.0,Male,Artist
76.0,Female,Doctor
60.0,Female,Scientist
40.0,Female,Teacher
25.0,Female,Scientist
66.0,Female,Scientist
100.0,Female,Teacher
8.0,Male,N/A
11.0,Female,Nurse
34.0,Male,Artist
30.0,Female,Lawyer
47.0,Male,Lawyer
34.0,N/A,Scientist
74.0,Female,Artist
53.0,Male,Engineer
17.0,Male,Nurse
50.19349722442506,N/A,Doctor
50.0,N/A,Teacher
71.0,Female,Lawyer
49.0,Male,Nurse
49.78237410071942,Female,N/A
69.0,Male,Lawyer
65.0,Male,Doctor
67.0,Male,Engineer
79.0,Female,Doctor
83.0,N/A,Lawyer
100.0,Male,N/A
26.0,Female,N/A
73.0,Male,Artist
50.0,Male,Lawyer
25.0,Female,Engineer
65.0,Male,Nurse
22.0,Female,Artist
59.0,Female,Engineer
50.82427536231884,Male,Lawyer
23.0,Male,Engineer
14.0,Female,Teacher
58.0,Female,N/A
35.0,Male,Scientist
96.0,Male,Doctor
49.78237410071942,Female,Engineer
15.0,Female,Engineer
55.0,Male,Engineer
95.0,Male,Teacher
84.0,Male,Lawyer
50.82427536231884,Male,Engineer
37.0,Male,Teacher
49.78237410071942,Female,Engineer
4.0,Female,Doctor
13.0,Female,Lawyer
77.0,Female,Lawyer
62.0,Male,Artist
50.19349722442506,N/A,Doctor
21.0,N/A,Engineer
75.0,Male,Scientist
58.0,Male,Teacher
94.0,Male,Artist
50.0,N/A,Scientist
73.0,Male,Doctor
60.0,Female,Teacher
96.0,Male,Lawyer
92.0,Male,N/A
87.0,Female,Engineer
29.0,Female,Nurse
53.0,Male,Doctor
19.0,Male,Scientist
49.78237410071942,Female,Lawyer
15.0,Female,Scientist
91.0,N/A,Artist
98.0,Male,Lawyer
58.0,Male,N/A
22.0,Male,N/A
50.19349722442506,N/A,Engineer
49.78237410071942,Female,Lawyer
79.0,Female,N/A
72.0,Female,Teacher
21.0,Male,Lawyer
48.0,Female,Doctor
20.0,Female,Artist
36.0,Female,Scientist
66.0,N/A,Artist
24.0,Female,Scientist
76.0,Male,Doctor
65.0,Male,Teacher
44.0,Female,Teacher
99.0,Male,Artist
67.0,Female,Artist
65.0,Female,Lawyer
80.0,Female,Teacher
17.0,Male,N/A
41.0,Male,N/A
64.0,Female,Artist
30.0,Male,Engineer
45.0,N/A,Engineer
79.0,Male,Artist
10.0,Male,Lawyer
26.0,Female,Engineer
58.0,Male,Engineer
50.82427536231884,Male,Doctor
1.0,Male,N/A
50.82427536231884,Male,Lawyer
72.0,N/A,Scientist
87.0,Male,Engineer
46.0,Female,Teacher
11.0,Female,Doctor
50.82427536231884,Male,Artist
95.0,Male,Doctor
15.0,Female,N/A
21.0,N/A,Nurse
45.0,N/A,N/A
63.0,Female,Engineer
77.0,Male,Artist
94.0,Male,Scientist
75.0,Male,Artist
73.0,Female,Lawyer
73.0,Male,Engineer
25.0,Female,Lawyer
47.0,Female,N/A
28.0,Female,Scientist
31.0,Male,Teacher
59.0,Female,Nurse
23.0,Female,Nurse
41.0,Female,Teacher
31.0,N/A,Doctor
25.0,Female,Nurse
50.82427536231884,Male,Nurse
37.0,N/A,Doctor
49.78237410071942,Female,Scientist
97.0,Male,Lawyer
75.0,Male,Teacher
41.0,Female,Doctor
54.0,Male,Artist
6.0,Male,Scientist
24.0,Female,Engineer
100.0,Female,Teacher
100.0,Male,Artist
14.0,Male,Nurse
5.0,Male,Artist
49.78237410071942,Female,Nurse
49.78237410071942,Female,Scientist
50.82427536231884,Male,Lawyer
87.0,Male,Doctor
61.0,N/A,Teacher
62.0,Female,Scientist
26.0,Female,Teacher
16.0,N/A,N/A
50.82427536231884,Male,Artist
66.0,Female,Teacher
54.0,Female,Lawyer
2.0,Male,Lawyer
45.0,Male,Doctor
55.0,Male,Doctor
0.0,Male,Scientist
4.0,Male,Nurse
75.0,Male,Artist
17.0,Female,Lawyer
50.82427536231884,Male,Teacher
30.0,N/A,Teacher
60.0,Female,Scientist
8.0,Female,Engineer
7.0,Male,Scientist
89.0,Female,Scientist
60.0,Female,Teacher
13.0,Female,Engineer
51.0,Male,Engineer
78.0,Female,Nurse
86.0,Male,Lawyer
21.0,Female,Artist
50.19349722442506,N/A,Teacher
53.0,Male,Engineer
96.0,Male,Artist
52.0,Female,Engineer
8.0,Male,Artist
31.0,Male,Nurse
60.0,Male,N/A
91.0,Male,Lawyer
50.0,Female,Teacher
24.0,Male,N/A
1.0,Male,Nurse
65.0,Male,Nurse
38.0,Female,Artist
27.0,Female,Artist
25.0,Male,Artist
55.0,Female,Teacher
76.0,Male,Scientist
47.0,Female,Teacher
42.0,Female,Doctor
50.82427536231884,Male,Lawyer
19.0,Female,Nurse
54.0,Male,Teacher
76.0,Male,N/A
74.0,N/A,Scientist
75.0,Female,Nurse
41.0,Male,Nurse
51.0,Male,Engineer
60.0,Female,Doctor
52.0,Female,Teacher
25.0,Male,Teacher
24.0,Female,Engineer
11.0,Male,Lawyer
66.0,Male,Doctor
75.0,Male,Lawyer
6.0,Male,Engineer
76.0,Female,Teacher
49.78237410071942,Female,Engineer
45.0,Female,N/A
50.0,Female,Doctor
1.0,Female,Artist
65.0,Female,Scientist
98.0,Male,Nurse
14.0,Female,Nurse
56.0,Male,N/A
36.0,Female,Engineer
32.0,Male,Engineer
2.0,Female,Doctor
68.0,Female,Scientist
49.78237410071942,Female,N/A
4.0,Female,Teacher
45.0,Male,Teacher
40.0,N/A,Engineer
66.0,Female,Lawyer
89.0,Female,N/A
51.0,Female,Nurse
19.0,Female,Lawyer
41.0,Male,N/A
43.0,N/A,Engineer
55.0,Female,Nurse
95.0,Female,Nurse
50.82427536231884,Male,Lawyer
97.0,Male,Nurse
